year,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage_value,mileage_unit,selling_price
2008,163000,Diesel,Individual,Manual,1,1399,68.0,5,17.8,kmpl,200000
2010,77088,Diesel,Individual,Manual,1,2489,95.0,8,14.0,kmpl,465000
2011,110000,Diesel,Individual,Manual,3,1461,63.1,5,23.08,kmpl,210000
2016,136511,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,570000
2015,80000,Petrol,Individual,Manual,1,1373,93.7,7,16.02,kmpl,570000
2015,60000,Petrol,Individual,Manual,1,1373,93.7,7,16.02,kmpl,650000
2016,36000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,620000
2012,65000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,250000
2011,50000,Diesel,Individual,Automatic,1,1995,184.0,5,17.05,kmpl,1000000
2012,60000,LPG,Individual,Manual,1,998,58.2,5,26.2,km/kg,300000
2013,82500,Diesel,Individual,Manual,1,1248,75.0,5,20.3,kmpl,300000
2018,30000,Diesel,Individual,Manual,2,1498,98.96,5,23.0,kmpl,810000
2011,100000,Diesel,Individual,Manual,3,1991,147.9,5,18.3,kmpl,270000
2015,70000,Diesel,Individual,Manual,2,1248,74.0,5,26.59,kmpl,470000
2017,85000,Diesel,Individual,Manual,1,1248,88.7,5,20.65,kmpl,400000
2014,60000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,300000
2015,20000,Petrol,Individual,Manual,3,796,47.3,5,22.74,kmpl,170000
2014,80000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,455999
2009,100000,Diesel,Individual,Manual,2,2489,95.0,8,13.0,kmpl,121000
2002,75000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,35000
2005,100000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,85000
2016,80000,Diesel,Individual,Manual,2,1248,88.5,5,24.3,kmpl,650000
2017,35000,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,350000
2013,139000,Diesel,Individual,Manual,1,936,57.6,5,25.44,kmpl,125000
2005,90000,Petrol,Individual,Automatic,2,796,46.3,5,19.7,kmpl,80000
2009,120000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,120000
2008,100000,Petrol,Individual,Manual,1,1497,78.0,5,17.7,kmpl,250000
2011,90000,Diesel,Individual,Manual,1,1598,103.6,5,20.54,kmpl,225000
2007,105000,Diesel,Individual,Manual,2,2523,63.0,7,13.6,kmpl,215000
2017,40000,Diesel,Individual,Manual,2,1186,73.97,5,25.4,kmpl,450000
2017,90000,Petrol,Individual,Manual,1,1197,81.86,5,20.14,kmpl,509999
2015,36710,Petrol,Individual,Manual,2,796,47.3,5,22.74,kmpl,245000
2016,28180,Diesel,Dealer,Manual,1,1248,88.5,5,23.65,kmpl,620000
2019,15000,Diesel,Individual,Manual,1,1956,138.1,5,17.0,kmpl,1700000
2019,4000,Petrol,Individual,Manual,1,1198,67.0,7,19.72,kmpl,590000
2014,30000,Diesel,Individual,Manual,1,1248,73.94,5,23.2,kmpl,370000
2013,15000,Petrol,Individual,Manual,1,1197,85.8,5,18.6,kmpl,350000
2017,20000,Petrol,Individual,Manual,1,1197,83.1,5,21.4,kmpl,580000
2018,56000,Petrol,Individual,Manual,1,1197,81.86,5,18.9,kmpl,450000
2017,19000,Petrol,Individual,Manual,1,1197,81.86,5,17.19,kmpl,600000
2016,30000,Diesel,Individual,Automatic,1,2198,158.0,7,12.62,kmpl,2400000
2017,70000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,450000
2009,30000,Diesel,Individual,Manual,1,1396,69.0,5,19.09,kmpl,150000
2019,15000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,400000
2013,85000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,185000
2018,50000,Petrol,Individual,Automatic,1,1197,81.8,5,22.0,kmpl,625000
2019,20000,Petrol,Individual,Manual,1,1197,81.86,5,17.19,kmpl,700000
2017,25000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,390000
2018,25000,Petrol,Individual,Manual,1,1198,108.5,5,17.0,kmpl,625000
2014,50000,Petrol,Individual,Manual,1,1197,85.8,5,19.1,kmpl,400000
2011,150000,Diesel,Individual,Manual,4,1396,90.0,5,23.0,kmpl,380000
2009,90000,Petrol,Individual,Automatic,1,1794,138.1,5,14.53,kmpl,400000
2019,100000,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,620000
2008,180000,Diesel,Individual,Manual,2,1399,67.0,5,17.8,kmpl,190000
2013,50000,Petrol,Individual,Manual,2,796,47.3,5,22.74,kmpl,210000
2012,80000,Diesel,Individual,Manual,3,1248,73.94,5,23.2,kmpl,270000
1999,100000,Petrol,Individual,Manual,3,993,60.0,5,17.3,kmpl,45000
2014,93000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,220000
2014,11500,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,550000
2013,120000,Petrol,Individual,Manual,1,1197,82.85,5,18.5,kmpl,370000
2006,100000,Petrol,Individual,Automatic,2,1248,82.0,5,18.9,kmpl,95000
2015,50000,Diesel,Individual,Manual,1,2489,93.7,9,14.95,kmpl,650000
2012,120000,Petrol,Individual,Manual,1,1497,116.3,5,16.8,kmpl,550000
2010,100000,Diesel,Individual,Manual,2,1399,68.0,5,17.8,kmpl,225000
2004,57000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,40000
2016,60000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,280000
2017,44077,Petrol,Dealer,Automatic,1,1499,110.5,5,17.01,kmpl,570000
2017,90000,Petrol,Individual,Manual,2,796,47.3,5,24.7,kmpl,290000
2018,50000,Diesel,Individual,Manual,2,1396,88.73,5,21.19,kmpl,720000
2017,60000,Diesel,Individual,Manual,1,1498,98.59,5,22.77,kmpl,800000
2012,20000,Petrol,Individual,Manual,3,1086,68.05,5,19.81,kmpl,265000
2010,90000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,135000
2016,70000,Diesel,Individual,Manual,2,1498,99.0,5,25.83,kmpl,350000
2008,80000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,200000
2016,80000,Diesel,Individual,Manual,1,1248,73.74,8,18.2,kmpl,490000
2012,72000,Diesel,Individual,Manual,2,1582,126.32,5,22.32,kmpl,450000
2016,50000,Diesel,Individual,Manual,1,1997,120.0,7,15.4,kmpl,950000
2012,90000,Petrol,Individual,Manual,2,1298,85.8,5,17.5,kmpl,355000
2019,17000,Petrol,Individual,Manual,1,1197,81.86,5,18.6,kmpl,700000
2012,70000,Diesel,Individual,Manual,1,2179,120.0,8,12.05,kmpl,459999
2012,74000,Diesel,Individual,Manual,2,1199,73.9,5,22.07,kmpl,350000
2006,60000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,85000
2016,15000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,290000
2019,72000,Diesel,Individual,Manual,1,1498,98.6,5,25.5,kmpl,1000000
2008,25000,Petrol,Individual,Manual,2,1193,64.4,5,16.84,kmpl,85000
2003,114000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,65000
2005,120000,Petrol,Individual,Manual,1,1493,100.0,5,13.0,kmpl,75000
2003,250000,Diesel,Individual,Manual,2,1896,66.0,5,18.7,kmpl,100000
2009,55768,Diesel,Individual,Manual,1,1405,71.0,5,17.0,kmpl,170000
2017,40000,Petrol,Individual,Automatic,1,1197,81.86,5,18.9,kmpl,525000
2020,70000,Petrol,Individual,Manual,2,998,67.05,5,21.79,kmpl,265000
2018,50000,Petrol,Individual,Manual,1,1199,84.0,5,20.3,kmpl,459999
2017,20000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,250000
2013,70000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,395000
2014,60000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,375000
2009,120000,Diesel,Individual,Manual,1,1405,71.0,5,17.0,kmpl,120000
2011,110000,Diesel,Individual,Manual,2,1248,73.9,5,21.1,kmpl,290000
2017,60000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,409999
2009,30000,Petrol,Individual,Manual,1,995,63.0,5,16.5,kmpl,200000
2018,35000,Diesel,Individual,Manual,1,1498,108.6,5,21.13,kmpl,900000
2003,50000,Petrol,Individual,Manual,3,796,37.0,4,16.1,kmpl,50000
2012,100000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,450000
2012,80000,Diesel,Individual,Manual,3,2179,140.0,7,15.1,kmpl,650000
2014,84000,Diesel,Individual,Manual,2,1498,88.5,5,20.14,kmpl,300000
2014,60000,Diesel,Individual,Manual,1,1498,89.75,5,25.01,kmpl,425000
1998,50000,Petrol,Individual,Manual,2,993,60.0,5,17.3,kmpl,55000
2011,60000,Petrol,Individual,Manual,2,1197,78.9,5,20.36,kmpl,200000
2015,100000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,975000
2013,70000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,450000
2014,82500,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,600000
2014,76000,Diesel,Individual,Manual,1,2523,62.1,9,15.96,kmpl,550000
2011,87000,Diesel,Individual,Manual,1,1248,75.0,5,18.0,kmpl,180000
2010,120000,Diesel,Individual,Manual,1,2498,112.0,7,14.0,kmpl,300000
2016,70000,Petrol,Individual,Manual,2,1193,88.7,5,17.57,kmpl,350000
2014,90000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,465000
2010,188000,Diesel,Individual,Manual,2,1248,88.8,5,21.12,kmpl,200000
2014,120000,Diesel,Individual,Manual,2,1248,73.8,8,18.2,kmpl,350000
2015,80000,Petrol,Individual,Manual,1,1497,117.3,5,17.4,kmpl,650000
2010,123278,Petrol,Individual,Manual,2,1197,78.9,5,20.36,kmpl,150000
2014,100000,Diesel,Individual,Manual,2,1498,98.6,5,26.0,kmpl,560000
2015,90000,Diesel,Individual,Manual,1,1396,88.73,5,21.19,kmpl,625000
2012,110000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,220000
2013,110000,Diesel,Individual,Manual,1,1399,68.1,5,20.0,kmpl,250000
2018,70000,Diesel,Individual,Manual,1,1248,88.7,5,20.65,kmpl,575000
2015,65000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,1050000
2015,70000,Diesel,Individual,Automatic,2,2179,187.7,5,16.36,kmpl,3000000
2012,90000,Diesel,Individual,Manual,3,2179,138.1,7,11.57,kmpl,200000
2016,50000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,262000
2018,33000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,299000
2015,26500,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,250000
2011,60000,Petrol,Individual,Manual,4,1086,62.1,5,17.92,kmpl,140000
2013,70000,Diesel,Individual,Manual,3,1248,74.0,5,23.4,kmpl,360000
2015,80000,Petrol,Individual,Manual,1,1198,67.06,5,20.63,kmpl,210000
2017,60000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,600000
2011,100000,Diesel,Individual,Manual,1,1199,75.0,5,19.5,kmpl,210000
2011,80000,Diesel,Individual,Manual,2,1598,103.6,5,20.54,kmpl,300000
2016,35000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,450000
2018,35000,Diesel,Individual,Automatic,1,3198,197.0,7,10.91,kmpl,3200000
2019,10000,Petrol,Individual,Manual,1,1197,81.86,5,18.9,kmpl,550000
2011,80000,Diesel,Individual,Manual,1,1248,75.0,5,18.0,kmpl,100000
2012,50000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,185000
2006,90000,Petrol,Individual,Manual,2,1061,64.0,5,17.3,kmpl,80000
2017,80000,Petrol,Individual,Manual,1,796,47.3,5,24.7,kmpl,295000
2017,25000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,360000
2014,70000,Petrol,Individual,Manual,1,998,67.1,5,20.92,kmpl,210000
2019,80000,Petrol,Individual,Automatic,1,1197,81.86,5,17.4,kmpl,585000
2016,50000,Diesel,Individual,Manual,1,1498,88.7,5,20.14,kmpl,560000
2015,70000,Diesel,Individual,Manual,1,1498,98.6,5,26.0,kmpl,600000
2017,60000,Petrol,Individual,Manual,1,1198,67.0,5,20.63,kmpl,330000
2019,15000,Petrol,Individual,Manual,1,1591,121.3,5,17.0,kmpl,990000
2012,90000,Diesel,Individual,Manual,1,1364,67.1,5,23.59,kmpl,300000
2018,28000,Petrol,Individual,Manual,1,1198,108.5,5,17.0,kmpl,650000
2019,20000,Petrol,Individual,Automatic,1,1197,81.86,5,17.4,kmpl,695000
2014,60000,Diesel,Individual,Manual,1,1120,70.0,5,24.0,kmpl,300000
2015,22000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,270000
2010,70000,Diesel,Individual,Manual,2,2179,138.1,7,11.57,kmpl,185000
2013,80000,Diesel,Individual,Manual,1,1248,76.9,5,22.1,kmpl,200000
2019,35000,CNG,Individual,Manual,1,998,58.16,5,26.6,km/kg,459999
2018,60000,Diesel,Individual,Manual,1,1497,108.5,5,21.5,kmpl,860000
2018,20000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,400000
2013,142000,Diesel,Individual,Manual,2,1248,73.94,5,23.2,kmpl,240000
2015,72000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,570000
2018,90000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,850000
2011,80000,Diesel,Individual,Manual,3,1399,68.0,5,20.0,kmpl,155000
2011,125000,Diesel,Individual,Manual,1,1396,90.0,5,23.0,kmpl,270000
2015,33000,Petrol,Individual,Manual,1,1373,91.1,5,20.73,kmpl,610000
2015,50000,Diesel,Individual,Manual,1,1582,126.2,5,19.67,kmpl,1000000
2012,120000,Diesel,Individual,Manual,2,2179,120.0,9,12.05,kmpl,450000
2018,35000,Diesel,Individual,Manual,1,1186,73.97,5,25.4,kmpl,500000
2018,43000,Diesel,Individual,Manual,1,1498,98.63,5,27.4,kmpl,700000
2007,60000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,135000
2012,148000,Diesel,Individual,Manual,2,2179,120.0,9,12.05,kmpl,430000
2014,70000,Diesel,Individual,Manual,2,1582,126.32,5,22.32,kmpl,625000
2011,96000,Petrol,Individual,Manual,1,1498,97.7,5,16.95,kmpl,280000
2012,70000,Diesel,Individual,Manual,2,1248,73.94,5,23.2,kmpl,220000
2017,18484,Petrol,Individual,Manual,1,1197,81.8,5,20.89,kmpl,620000
2011,70000,Diesel,Individual,Manual,1,2179,138.03,7,13.93,kmpl,300000
2010,25000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,180000
2013,120000,Diesel,Individual,Manual,3,1199,73.9,5,22.07,kmpl,250000
2017,55000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,480000
2019,10000,Petrol,Individual,Manual,2,1497,121.31,5,17.0,kmpl,885000
2020,60000,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,550000
2018,30000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,800000
2013,65000,Petrol,Individual,Manual,1,1086,62.1,5,17.92,kmpl,180000
2010,27000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,200000
2012,50000,Diesel,Individual,Manual,2,1396,88.76,5,21.9,kmpl,380000
2019,2560,Petrol,Individual,Automatic,1,1199,83.81,5,24.0,kmpl,520000
2004,60000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,90000
2016,80000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,330000
1999,50000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,40000
2015,120000,Diesel,Individual,Manual,1,1248,73.8,8,18.2,kmpl,370000
2009,120000,Petrol,Individual,Manual,2,1497,116.3,5,16.8,kmpl,290000
2013,47000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,215000
2017,45000,Diesel,Individual,Manual,1,2179,153.86,7,17.6,kmpl,1282000
2012,90000,Diesel,Individual,Manual,1,2494,102.0,8,12.8,kmpl,610000
2013,110000,Diesel,Individual,Manual,2,1396,88.76,5,21.27,kmpl,380000
2017,95000,Diesel,Individual,Manual,1,1997,120.0,7,15.4,kmpl,1250000
2012,103655,Diesel,Individual,Manual,2,1582,126.3,5,22.32,kmpl,400000
2018,25000,Petrol,Individual,Automatic,2,1197,81.86,5,17.4,kmpl,700000
2014,80000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,650000
2014,50000,Petrol,Individual,Manual,2,624,37.5,4,25.4,kmpl,95000
2015,56975,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1147000
2010,110000,Petrol,Individual,Manual,1,1086,62.0,5,0.0,kmpl,150000
2008,80000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,120000
2003,74770,CNG,Individual,Manual,3,1248,82.0,5,26.2,km/kg,130000
2010,187000,Diesel,Dealer,Manual,2,1399,68.0,5,17.8,kmpl,180000
2013,69000,Diesel,Dealer,Manual,1,1388,67.0,5,18.6,kmpl,325000
2015,206000,Diesel,Dealer,Manual,1,1498,98.59,5,22.77,kmpl,550000
2018,27000,Diesel,Dealer,Manual,1,1498,98.59,5,22.77,kmpl,950000
2014,132000,Diesel,Dealer,Manual,2,1498,89.84,5,22.7,kmpl,500000
2017,75000,Diesel,Dealer,Manual,1,1498,99.23,5,26.1,kmpl,725000
2015,18000,Petrol,Dealer,Manual,2,1194,94.93,5,18.5,kmpl,500000
2011,218000,Diesel,Individual,Manual,1,1461,64.1,5,21.0,kmpl,180000
2016,10000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,650000
2010,80000,Diesel,Individual,Manual,1,1248,75.0,5,17.8,kmpl,285000
2011,215000,Diesel,Individual,Manual,1,1461,64.1,5,21.0,kmpl,210000
2012,137000,Diesel,Individual,Manual,1,1399,67.0,5,17.8,kmpl,200000
2011,65000,Diesel,Individual,Manual,2,1598,103.6,5,20.54,kmpl,295000
2007,120000,Petrol,Individual,Manual,3,1497,78.0,5,17.7,kmpl,160000
2017,10000,Petrol,Individual,Automatic,1,998,67.04,5,23.1,kmpl,450000
2016,20000,Petrol,Individual,Manual,1,1198,67.0,7,20.62,kmpl,385000
2011,93500,Diesel,Individual,Manual,2,1388,67.0,5,18.6,kmpl,350000
2019,70000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,558000
2010,56000,Petrol,Individual,Manual,3,1086,62.1,5,17.92,kmpl,165000
2012,80000,Diesel,Individual,Manual,2,1396,88.76,5,21.9,kmpl,300000
2012,100000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,900000
2008,60000,Diesel,Individual,Automatic,3,2993,235.0,5,11.0,kmpl,830000
2008,70000,Diesel,Individual,Automatic,3,1248,82.0,5,20.0,kmpl,890000
2014,65000,Diesel,Individual,Manual,2,1498,103.52,5,21.14,kmpl,640000
2015,70000,Diesel,Individual,Manual,3,2179,120.0,7,15.4,kmpl,900000
2013,60000,Diesel,Individual,Manual,1,1248,73.8,7,18.2,kmpl,450000
2018,82000,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,825000
2013,80000,Diesel,Individual,Manual,2,2179,138.1,7,13.7,kmpl,500000
2017,5000,Petrol,Individual,Manual,2,1198,82.0,6,18.15,kmpl,325000
2014,133000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,450000
2017,25000,Petrol,Individual,Manual,2,1199,88.7,5,17.5,kmpl,675000
2017,15000,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,415000
2017,40000,Diesel,Individual,Manual,1,1396,88.7,5,21.38,kmpl,1100000
2016,35000,Petrol,Individual,Manual,1,1198,73.75,5,17.0,kmpl,500000
2014,70000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,509999
2007,152000,Diesel,Individual,Manual,4,2609,120.0,9,10.5,kmpl,200000
2007,100000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,60000
2013,80000,Diesel,Individual,Manual,2,1582,126.3,5,22.32,kmpl,500000
2009,100000,Diesel,Individual,Manual,2,1396,53.5,5,17.2,kmpl,45000
2017,50000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,270000
2017,40000,Petrol,Individual,Manual,1,1197,81.86,5,17.19,kmpl,550000
2016,60000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,235000
2015,60000,Diesel,Individual,Manual,1,1498,98.6,5,27.3,kmpl,525000
2012,90000,Diesel,Individual,Manual,1,1248,74.0,5,22.9,kmpl,325000
2014,90000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,420000
2014,60000,Petrol,Individual,Manual,2,998,67.1,5,20.92,kmpl,229999
2013,80000,Diesel,Individual,Manual,4,1248,74.0,5,23.4,kmpl,375000
2012,120000,Diesel,Individual,Manual,1,2179,120.0,8,12.05,kmpl,750000
2018,40000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,400000
2013,91000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,600000
2008,80000,Petrol,Individual,Manual,3,1086,63.0,5,17.8,kmpl,110000
2007,73257,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,45000
2019,80000,Diesel,Individual,Manual,1,2523,70.0,2,0.0,kmpl,722000
2020,15000,Petrol,Individual,Manual,1,1199,83.83,5,23.84,kmpl,500000
2007,110000,Diesel,Individual,Manual,2,1493,110.0,5,18.1,kmpl,250000
2018,40000,Diesel,Individual,Manual,1,1498,108.6,5,21.13,kmpl,950000
2013,212000,Diesel,Individual,Manual,1,1461,84.8,5,21.64,kmpl,375000
2018,30000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,780000
2018,30000,Petrol,Individual,Manual,1,1086,68.0,5,20.3,kmpl,575000
2017,30000,Petrol,Individual,Manual,2,1197,81.83,5,18.6,kmpl,563000
2017,15000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,450000
2020,1000,Diesel,Individual,Automatic,1,2393,147.51,7,13.68,kmpl,2300000
1999,26320,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,80000
2010,135000,Diesel,Individual,Manual,2,1396,90.0,5,23.0,kmpl,320000
2008,100000,Petrol,Individual,Manual,3,1799,130.0,5,13.5,kmpl,375000
2017,120000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,400000
2011,230000,Diesel,Individual,Manual,1,2498,112.0,7,14.0,kmpl,600000
2016,60000,Petrol,Individual,Manual,2,999,67.0,5,23.01,kmpl,315000
2012,80000,Diesel,Individual,Automatic,2,1995,181.0,5,16.07,kmpl,1100000
2010,190000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,350000
2016,120000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,375000
2013,217000,Diesel,Individual,Manual,2,2494,100.6,8,12.99,kmpl,1050000
2005,90000,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,130000
2015,29000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,350000
2011,120000,CNG,Individual,Manual,4,1248,82.0,5,26.2,km/kg,170000
2010,120000,Petrol,Individual,Manual,3,1061,67.0,5,18.9,kmpl,120000
2015,90000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,819999
2018,30000,Petrol,Individual,Automatic,2,998,67.04,5,23.1,kmpl,451999
2016,56000,Petrol,Individual,Manual,3,1197,82.0,5,18.9,kmpl,500000
2015,90000,Diesel,Individual,Manual,1,2494,100.6,8,12.99,kmpl,1250000
2015,120000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,500000
2015,60000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,490000
2008,147000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,200000
2012,35000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,240000
2018,19500,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,655000
2018,38426,Petrol,Individual,Manual,1,1197,81.86,5,17.19,kmpl,620000
2015,35000,Petrol,Individual,Manual,2,1197,83.11,5,20.4,kmpl,450000
2014,35000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,310000
2007,50000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,150000
2012,120000,Diesel,Individual,Manual,1,936,57.6,5,25.44,kmpl,180000
2011,120000,Diesel,Individual,Manual,1,1405,70.0,5,19.4,kmpl,150000
2011,112000,Diesel,Individual,Manual,2,1399,68.0,5,20.0,kmpl,160000
2013,70000,Diesel,Individual,Manual,3,2523,75.0,8,14.0,kmpl,600000
2012,145000,Diesel,Individual,Manual,1,1598,103.5,5,20.5,kmpl,380000
2007,135000,Diesel,Individual,Manual,1,1405,70.0,5,17.0,kmpl,120000
2011,500000,Diesel,Individual,Manual,2,2494,100.57,7,12.99,kmpl,350000
2012,146000,Diesel,Individual,Manual,1,1405,70.0,5,19.61,kmpl,135000
2018,10000,Petrol,Individual,Manual,1,1197,81.86,5,18.9,kmpl,610000
2020,50000,Diesel,Individual,Manual,1,1498,88.5,5,20.14,kmpl,260000
2017,25000,Petrol,Individual,Manual,1,1197,81.86,5,20.14,kmpl,500000
2016,20000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,220000
2006,70000,Petrol,Individual,Manual,2,1799,130.0,5,13.5,kmpl,121000
2017,50000,Diesel,Individual,Manual,1,1396,69.01,5,25.0,kmpl,350000
2018,25000,Diesel,Individual,Automatic,2,1968,181.0,5,15.17,kmpl,2200000
2011,100000,Diesel,Individual,Manual,2,1396,90.0,5,23.0,kmpl,280000
2020,20000,Petrol,Individual,Manual,1,1198,108.5,5,17.0,kmpl,919999
2011,155000,Diesel,Individual,Manual,1,1396,90.0,5,23.0,kmpl,320000
2012,70000,Diesel,Individual,Manual,4,1399,68.0,5,20.0,kmpl,140000
2012,25000,Diesel,Individual,Manual,2,1248,88.8,5,21.5,kmpl,310000
2006,120000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,65000
2013,90000,Diesel,Individual,Manual,1,1248,73.8,7,18.2,kmpl,300000
2011,110000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,575000
2014,110000,Diesel,Individual,Manual,2,2179,138.03,5,13.49,kmpl,440000
2012,100000,Diesel,Individual,Manual,2,1248,74.0,5,22.9,kmpl,380000
2010,116700,Petrol,Individual,Manual,4,1368,90.0,5,15.0,kmpl,140000
2015,25000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,475000
2011,200000,Diesel,Individual,Manual,3,2489,95.0,8,13.0,kmpl,200000
2010,176062,Diesel,Individual,Manual,1,1248,75.0,5,17.8,kmpl,400000
2008,250000,Diesel,Individual,Manual,3,2494,102.0,8,12.8,kmpl,425000
